time,stamp_secs,stamp_nsecs,level,name,msg,file,function,line
2024/12/16 19:12:22.531798748,1734343942,531634139,20,keygait_node,"[K] Mode Select Mode (Keyboard): J -> Joint, L -> Leg, K -> IK2D -> Dragon, T -> Tricycle",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:12:22.532124619,1734343942,531949906,20,keygait_node,"[K] Mode Select Mode (Joystick): X -> Joint, □ -> Leg, ∆ -> Dragon, ○ -> IK2",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:12:22.904106215,1734343942,903921348,20,keygait_node,[K] IK2 Mode: stick L and deep triggers: xyz movements ; stick R and small triggers: rotations ; x: absolute mode ; o: ee relative mode,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:12:24.124277928,1734343944,124142120,20,keygait_node,[K] ik2-3 reset,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:12:24.124570158,1734343944,124443717,30,keygait_node,"[K] empty now [815.17 22.04 -201.11] --- quaternion(0.693874107012272, -0.0133532313296251, 0.719869242404779, 0.0121937963960996)",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:12:40.93047413,1734343960,92985953,20,keygait_node,[K] ik2-3 reset,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:12:40.93318564,1734343960,93289259,30,keygait_node,"[K] empty now [847.36 22.57 -118.95] --- quaternion(0.690855790662406, -0.012718972061969, 0.722736971403921, 0.0144143825326264)",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:12:51.324663989,1734343971,324463164,20,keygait_node,[K] ik2-3 reset,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:12:51.324910366,1734343971,324788429,30,keygait_node,"[K] empty now [838.97 28.76 -111.44] --- quaternion(0.701864029429556, -0.01306468454383, 0.711980123461608, 0.017334993691119)",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:13:01.220640204,1734343981,220521288,20,keygait_node,"[K] Mode Select Mode (Keyboard): J -> Joint, L -> Leg, K -> IK2D -> Dragon, T -> Tricycle",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:01.220777771,1734343981,220707469,20,keygait_node,"[K] Mode Select Mode (Joystick): X -> Joint, □ -> Leg, ∆ -> Dragon, ○ -> IK2",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:01.980014177,1734343981,979892982,20,keygait_node,[K] Joint Control Mode,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:02.620685155,1734343982,620555693,20,keygait_node,[K] Controling joint: ['leg3grip1'],/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:03.340872786,1734343983,340735854,20,keygait_node,[K] Controling joint: ['leg3grip1'],/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:11.165645828,1734343991,165507295,30,keygait_node,"[K] Speed fast, reduced to 0.148",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:13:11.265909184,1734343991,265840737,30,keygait_node,"[K] Speed fast, reduced to 0.146",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:13:11.315756650,1734343991,315703955,30,keygait_node,"[K] Speed fast, reduced to 0.144",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:13:11.415721629,1734343991,415673834,30,keygait_node,"[K] Speed fast, reduced to 0.142",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:13:11.515522990,1734343991,515484694,30,keygait_node,"[K] Speed fast, reduced to 0.141",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:13:12.400363835,1734343992,400239987,20,keygait_node,[K] RECOVERING,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:17.340715420,1734343997,340531184,20,keygait_node,[K] Controling joint: ['leg3grip2'],/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:19.49854532,1734343999,49713865,30,keygait_node,"[K] Speed fast, reduced to -0.135",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:13:19.149795860,1734343999,149679412,30,keygait_node,"[K] Speed fast, reduced to -0.123",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:13:26.720614552,1734344006,720498657,20,keygait_node,[K] RECOVERING,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:27.998628002,1734344007,998480653,20,keygait_node,"[K] Mode Select Mode (Keyboard): J -> Joint, L -> Leg, K -> IK2D -> Dragon, T -> Tricycle",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:27.998752528,1734344007,998637959,20,keygait_node,"[K] Mode Select Mode (Joystick): X -> Joint, □ -> Leg, ∆ -> Dragon, ○ -> IK2",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:29.114795830,1734344009,114683786,20,keygait_node,[K] IK2 Mode: stick L and deep triggers: xyz movements ; stick R and small triggers: rotations ; x: absolute mode ; o: ee relative mode,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:30.625316243,1734344010,625208540,20,keygait_node,[K] ik2-3 reset,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:30.625647487,1734344010,625551843,30,keygait_node,"[K] empty now [837.90 28.28 -88.89] --- quaternion(0.699596505400349, -0.0129794874434112, 0.714194982758286, 0.0179384821045826)",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:13:45.401335158,1734344025,401227844,20,keygait_node,"[K] Mode Select Mode (Keyboard): J -> Joint, L -> Leg, K -> IK2D -> Dragon, T -> Tricycle",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:45.401484230,1734344025,401401974,20,keygait_node,"[K] Mode Select Mode (Joystick): X -> Joint, □ -> Leg, ∆ -> Dragon, ○ -> IK2",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:48.681189025,1734344028,681072448,20,keygait_node,"[K] Mode Select Mode (Keyboard): J -> Joint, L -> Leg, K -> IK2D -> Dragon, T -> Tricycle",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:48.681325765,1734344028,681248884,20,keygait_node,"[K] Mode Select Mode (Joystick): X -> Joint, □ -> Leg, ∆ -> Dragon, ○ -> IK2",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:49.281739985,1734344029,281564091,20,keygait_node,[K] Joint Control Mode,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:49.661046204,1734344029,660928618,20,keygait_node,[K] Controling joint: ['leg3link4_link5'],/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:13:51.741236995,1734344031,741141213,30,keygait_node,"[K] Speed fast, reduced to -0.136",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:14:04.741678780,1734344044,741608038,20,keygait_node,[K] Controling joint: ['leg3link4_link5'],/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:14:06.941124311,1734344046,940972132,30,keygait_node,"[K] Speed fast, reduced to -0.138",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:14:14.202049186,1734344054,201836245,20,keygait_node,[K] Controling joint: ['leg3link2_link3'],/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:14:20.842643605,1734344060,842523238,20,keygait_node,[K] Controling joint: ['leg3link4_link5'],/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:14:23.402304608,1734344063,402215987,20,keygait_node,[K] Controling joint: ['leg3link6_link7'],/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:14:38.842993827,1734344078,842827289,20,keygait_node,[K] Controling joint: ['leg3link7_link8'],/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:14:50.982895096,1734344090,982710907,20,keygait_node,[K] Controling joint: ['leg3link6_link7'],/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:15:07.173124360,1734344107,172970907,20,keygait_node,"[K] Mode Select Mode (Keyboard): J -> Joint, L -> Leg, K -> IK2D -> Dragon, T -> Tricycle",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:15:07.173316352,1734344107,173130038,20,keygait_node,"[K] Mode Select Mode (Joystick): X -> Joint, □ -> Leg, ∆ -> Dragon, ○ -> IK2",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:15:07.504681786,1734344107,504493533,20,keygait_node,[K] IK2 Mode: stick L and deep triggers: xyz movements ; stick R and small triggers: rotations ; x: absolute mode ; o: ee relative mode,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:15:08.144465221,1734344108,144309369,20,keygait_node,[K] ik2-3 reset,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:15:08.144731561,1734344108,144627562,30,keygait_node,"[K] empty now [-255.97 -145.89 613.06] --- quaternion(0.465335964251191, 0.440113108122247, 0.559797593848538, -0.52572763514464)",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:15:08.933654024,1734344108,933431461,20,keygait_node,[K] ik2 control relative to ee: False,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:16:03.238774973,1734344163,238702597,20,keygait_node,[K] ik2-3 reset,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:16:03.239088758,1734344163,239027466,30,keygait_node,"[K] empty now [-490.94 4.71 296.38] --- quaternion(0.468110305260845, 0.440009598506408, 0.560527794491393, -0.522563763509721)",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:08.685094271,1734344168,684935690,20,keygait_node,"[K] Mode Select Mode (Keyboard): J -> Joint, L -> Leg, K -> IK2D -> Dragon, T -> Tricycle",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:16:08.685236561,1734344168,685096324,20,keygait_node,"[K] Mode Select Mode (Joystick): X -> Joint, □ -> Leg, ∆ -> Dragon, ○ -> IK2",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:16:09.404474380,1734344169,404309866,20,keygait_node,[K] Joint Control Mode,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:16:09.804884964,1734344169,804735099,20,keygait_node,[K] Controling joint: ['leg3grip2'],/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:16:11.299885751,1734344171,299709563,30,keygait_node,"[K] Speed fast, reduced to 0.135",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.349799864,1734344171,349663159,30,keygait_node,"[K] Speed fast, reduced to 0.122",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.399780284,1734344171,399612888,30,keygait_node,"[K] Speed fast, reduced to 0.110",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.449782749,1734344171,449661046,30,keygait_node,"[K] Speed fast, reduced to 0.099",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.499777619,1734344171,499724352,30,keygait_node,"[K] Speed fast, reduced to 0.089",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.549862145,1734344171,549804672,30,keygait_node,"[K] Speed fast, reduced to 0.081",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.599891603,1734344171,599846597,30,keygait_node,"[K] Speed fast, reduced to 0.073",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.649699267,1734344171,649646979,30,keygait_node,"[K] Speed fast, reduced to 0.066",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.699779502,1734344171,699671845,30,keygait_node,"[K] Speed fast, reduced to 0.059",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.749825580,1734344171,749725287,30,keygait_node,"[K] Speed fast, reduced to 0.053",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.799905182,1734344171,799780835,30,keygait_node,"[K] Speed fast, reduced to 0.048",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.849778763,1734344171,849669991,30,keygait_node,"[K] Speed fast, reduced to 0.044",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.899826610,1734344171,899722530,30,keygait_node,"[K] Speed fast, reduced to 0.039",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.949841537,1734344171,949723444,30,keygait_node,"[K] Speed fast, reduced to 0.035",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:11.999941855,1734344171,999838791,30,keygait_node,"[K] Speed fast, reduced to 0.032",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:12.50152952,1734344172,50042011,30,keygait_node,"[K] Speed fast, reduced to 0.029",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:12.99691359,1734344172,99596728,30,keygait_node,"[K] Speed fast, reduced to 0.026",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:12.149860349,1734344172,149803756,30,keygait_node,"[K] Speed fast, reduced to 0.024",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:12.199786201,1734344172,199667052,30,keygait_node,"[K] Speed fast, reduced to 0.021",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:13.424629825,1734344173,424408071,20,keygait_node,[K] RECOVERING,/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:16:14.624549921,1734344174,624398575,20,keygait_node,[K] Controling joint: ['leg3grip2'],/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pinfo,568
2024/12/16 19:16:16.749811706,1734344176,749767265,30,keygait_node,"[K] Speed fast, reduced to 0.135",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:16.799653821,1734344176,799608213,30,keygait_node,"[K] Speed fast, reduced to 0.121",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:16.849775566,1734344176,849731229,30,keygait_node,"[K] Speed fast, reduced to 0.109",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:16.899715504,1734344176,899609765,30,keygait_node,"[K] Speed fast, reduced to 0.098",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:16.949909898,1734344176,949804022,30,keygait_node,"[K] Speed fast, reduced to 0.089",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
2024/12/16 19:16:16.999643605,1734344176,999607100,30,keygait_node,"[K] Speed fast, reduced to 0.080",/home/shami/Moonbot-Motion-Stack/build/easy_robot_control/easy_robot_control/EliaNode.py,pwarn,558
